,RightSupramarginalGyrus,RightPrecuneus,RightPrecentralGyrusMedialSegment,RightPosteriorCingulateGyrus,RightMiddleTemporalGyrus,RightHippocampus,RightAngularGyrus,RightAmygdala,LeftPrecuneus,LeftMiddleOccipitalGyrus,LeftHippocampus,LeftAmygdala
18,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2353.8609579999998,6430.2927649889525,1026.854841,8035.192392666267,3906.3354456016386,2455.206755,936.9628579
19,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2218.417715,6430.2927649889525,947.4343854,8035.192392666267,3906.3354456016386,2522.826571,913.2265675000001
20,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2084.319638,6430.2927649889525,951.5350036,8035.192392666267,3906.3354456016386,2324.554625,972.4916727
21,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3601.4247729999997,6430.2927649889525,1331.304948,8035.192392666267,3906.3354456016386,3424.88216,1188.044959
22,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3610.7301450000004,6430.2927649889525,1312.9726349999999,8035.192392666267,3906.3354456016386,3548.3500950000002,1229.873101
23,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3586.145133,6430.2927649889525,1250.98086,8035.192392666267,3906.3354456016386,3325.565988,1144.6949359999999
24,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3621.986711,6430.2927649889525,1285.450186,8035.192392666267,3906.3354456016386,3443.661569,1136.198589
25,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3831.263725,6430.2927649889525,1320.282677,8035.192392666267,3906.3354456016386,3790.7482630000004,1210.901792
26,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3942.7501509999997,6430.2927649889525,1302.685173,8035.192392666267,3906.3354456016386,3832.6656159999998,1359.7458390000002
27,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3914.643021,6430.2927649889525,1352.424053,8035.192392666267,3906.3354456016386,3951.3594329999996,1260.741652
28,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3871.4863100000002,6430.2927649889525,1276.082025,8035.192392666267,3906.3354456016386,3733.733707,1327.4641869999998
29,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3833.663658,6430.2927649889525,1313.252105,8035.192392666267,3906.3354456016386,3664.3529009999997,1335.67375
30,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3899.510629,6430.2927649889525,1196.7739390000002,8035.192392666267,3906.3354456016386,3915.503154,1251.4150650000001
31,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3644.269842,6430.2927649889525,946.5291622999999,8035.192392666267,3906.3354456016386,3766.231583,1014.1383880000001
32,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3923.618297,6430.2927649889525,1184.5396859999998,8035.192392666267,3906.3354456016386,3842.299783,1272.634743
33,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3258.0046620000003,6430.2927649889525,1428.383304,8035.192392666267,3906.3354456016386,3085.665666,1344.389193
34,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3178.823284,6430.2927649889525,1271.5049900000001,8035.192392666267,3906.3354456016386,3033.491054,1223.831154
35,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3297.548738,6430.2927649889525,1337.288124,8035.192392666267,3906.3354456016386,3100.639898,1222.772023
36,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3821.345876,6430.2927649889525,1319.852372,8035.192392666267,3906.3354456016386,3677.638168,1241.4027529999998
37,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3993.014438,6430.2927649889525,1252.6713619999998,8035.192392666267,3906.3354456016386,3758.113664,1181.8725279999999
38,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3774.87806,6430.2927649889525,1194.370748,8035.192392666267,3906.3354456016386,3636.648921,1260.724678
39,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3896.139485,6430.2927649889525,1268.7297449999999,8035.192392666267,3906.3354456016386,3553.6867439999996,1165.843504
40,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3731.245903,6430.2927649889525,1235.001786,8035.192392666267,3906.3354456016386,3471.534346,1158.475176
41,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3847.589167,6430.2927649889525,1240.6676300000001,8035.192392666267,3906.3354456016386,3643.008318,1158.050376
42,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3972.5100869999997,6430.2927649889525,1166.734145,8035.192392666267,3906.3354456016386,3696.6921820000002,1177.718044
43,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3820.1123469999998,6430.2927649889525,1133.546507,8035.192392666267,3906.3354456016386,3691.6033310000003,1179.615777
44,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3946.295022,6430.2927649889525,1132.55261,8035.192392666267,3906.3354456016386,3890.336461,1212.8409789999998
45,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3456.1749229999996,6430.2927649889525,1243.7777199999998,8035.192392666267,3906.3354456016386,3094.407263,999.7676302000001
46,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3567.9714310000004,6430.2927649889525,1203.9620400000001,8035.192392666267,3906.3354456016386,3222.386136,1035.881478
47,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3512.8991969999997,6430.2927649889525,1203.53585,8035.192392666267,3906.3354456016386,3119.4223739999998,1111.016418
48,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3481.5037020000004,6430.2927649889525,1293.4780859999998,8035.192392666267,3906.3354456016386,2973.008412,1126.456254
49,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2191.163203,6430.2927649889525,765.5606313999999,8035.192392666267,3906.3354456016386,2187.810077,828.9556741
50,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,1988.7553460000001,6430.2927649889525,547.6056386,8035.192392666267,3906.3354456016386,2010.0054030000001,698.7518782000001
51,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,1894.997009,6430.2927649889525,762.7601553999999,8035.192392666267,3906.3354456016386,2021.162342,743.5679227
52,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,1868.156709,6430.2927649889525,693.5118415000001,8035.192392666267,3906.3354456016386,1941.959135,725.9513146
53,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2948.444903,6430.2927649889525,1194.1872230000001,8035.192392666267,3906.3354456016386,2876.226895,1173.771162
54,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3019.0647120000003,6430.2927649889525,1171.208125,8035.192392666267,3906.3354456016386,2924.2690399999997,1142.921502
55,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2872.0955719999997,6430.2927649889525,1424.04512,8035.192392666267,3906.3354456016386,3007.685011,1062.33766
56,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2945.292324,6430.2927649889525,1239.342608,8035.192392666267,3906.3354456016386,2840.270176,1056.417183
57,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3639.878795,6430.2927649889525,1147.10916,8035.192392666267,3906.3354456016386,3235.720045,1131.526899
58,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3488.884976,6430.2927649889525,1216.6568869999999,8035.192392666267,3906.3354456016386,3186.873783,1053.516038
59,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3683.8386479999995,6430.2927649889525,1192.305489,8035.192392666267,3906.3354456016386,3279.0125510000003,1238.917647
60,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3507.994144,6430.2927649889525,1299.100127,8035.192392666267,3906.3354456016386,3262.4848190000002,1242.428966
61,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3880.524232,6430.2927649889525,1604.018637,8035.192392666267,3906.3354456016386,3696.5338590000006,1496.154817
62,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,4051.0909979999997,6430.2927649889525,1661.752403,8035.192392666267,3906.3354456016386,3597.301054,1445.84573
63,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,4049.565568,6430.2927649889525,1576.80219,8035.192392666267,3906.3354456016386,3574.681632,1501.259738
64,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3901.634007,6430.2927649889525,1475.273075,8035.192392666267,3906.3354456016386,3745.379247,1305.1361769999999
65,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3866.6424859999997,6430.2927649889525,1579.963932,8035.192392666267,3906.3354456016386,3483.016003,1400.410247
66,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,4029.572519,6430.2927649889525,1542.465841,8035.192392666267,3906.3354456016386,3575.672328,1321.3157
67,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2666.487517,6430.2927649889525,910.9014062000001,8035.192392666267,3906.3354456016386,3002.737614,971.6351958999999
68,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2552.502793,6430.2927649889525,727.8789122999999,8035.192392666267,3906.3354456016386,2937.3016820000003,941.0853794
69,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2438.9449329999998,6430.2927649889525,752.4415809,8035.192392666267,3906.3354456016386,2815.693383,918.1264731000001
70,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2391.199369,6430.2927649889525,831.0484133,8035.192392666267,3906.3354456016386,2519.158287,975.9632044
71,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2612.961607,6430.2927649889525,1007.649498,8035.192392666267,3906.3354456016386,2388.144524,886.2017343
72,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2747.179419,6430.2927649889525,1000.0360730000001,8035.192392666267,3906.3354456016386,2586.257148,956.8857241000001
73,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2384.556532,6430.2927649889525,903.5072689,8035.192392666267,3906.3354456016386,2359.551222,901.5355241000001
74,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2593.990684,6430.2927649889525,861.8257068,8035.192392666267,3906.3354456016386,2358.602165,969.6258252999999
75,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2545.283632,6430.2927649889525,784.1663127,8035.192392666267,3906.3354456016386,2443.4631449999997,813.6496862
76,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2541.7698609999998,6430.2927649889525,835.2090409,8035.192392666267,3906.3354456016386,2138.426134,986.7083166000001
77,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2378.492389,6430.2927649889525,876.1650609999999,8035.192392666267,3906.3354456016386,2300.973038,928.2682311000001
78,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2544.679153,6430.2927649889525,754.0762621,8035.192392666267,3906.3354456016386,2292.939841,868.2437507000001
79,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2433.570575,6430.2927649889525,730.1397948,8035.192392666267,3906.3354456016386,2330.408593,789.0404831000001
80,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2546.738265,6430.2927649889525,786.697627,8035.192392666267,3906.3354456016386,2523.1964550000002,1011.770002
81,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2547.364979,6430.2927649889525,770.5574795,8035.192392666267,3906.3354456016386,2516.672573,1015.9919779999999
82,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2480.0332329999997,6430.2927649889525,788.9385665,8035.192392666267,3906.3354456016386,2325.176104,869.2660902000001
83,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3319.132994,6430.2927649889525,1449.278102,8035.192392666267,3906.3354456016386,3252.467206,1451.386508
84,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3240.5307780000003,6430.2927649889525,1390.653013,8035.192392666267,3906.3354456016386,3311.9139149999996,1370.475109
85,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3147.921113,6430.2927649889525,1298.824075,8035.192392666267,3906.3354456016386,3278.130577,1368.834658
86,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3199.365906,6430.2927649889525,1258.938132,8035.192392666267,3906.3354456016386,2793.6455760000003,1176.287678
87,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3266.631828,6430.2927649889525,1200.044328,8035.192392666267,3906.3354456016386,2746.785901,1205.542699
88,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3114.505728,6430.2927649889525,1216.253359,8035.192392666267,3906.3354456016386,2715.927041,1162.445739
89,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3007.051649,6430.2927649889525,1059.63825,8035.192392666267,3906.3354456016386,2883.35811,1053.743696
90,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2970.920259,6430.2927649889525,1113.592697,8035.192392666267,3906.3354456016386,2885.146857,1045.9970449999998
91,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2771.387607,6430.2927649889525,1110.91046,8035.192392666267,3906.3354456016386,2730.903873,1009.149075
92,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3335.548178,6430.2927649889525,1360.247415,8035.192392666267,3906.3354456016386,3098.110589,1275.102157
93,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3090.726516,6430.2927649889525,1332.811691,8035.192392666267,3906.3354456016386,2973.652889,1316.690359
94,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3291.376353,6430.2927649889525,1338.382309,8035.192392666267,3906.3354456016386,3000.549779,1292.2402869999999
95,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2190.311593,6430.2927649889525,590.6881795,8035.192392666267,3906.3354456016386,2217.569664,484.07239450000003
96,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2088.741255,6430.2927649889525,526.6250842000001,8035.192392666267,3906.3354456016386,2234.326696,465.9319579
97,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3070.6568030000003,6430.2927649889525,1198.203907,8035.192392666267,3906.3354456016386,3196.24758,1209.424104
98,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2950.075624,6430.2927649889525,1030.585073,8035.192392666267,3906.3354456016386,2881.727207,966.2792716
99,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2985.9299579999997,6430.2927649889525,1115.77384,8035.192392666267,3906.3354456016386,2993.068321,1050.386428
100,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3077.210471,6430.2927649889525,1280.872109,8035.192392666267,3906.3354456016386,2735.207044,977.6084096000001
101,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2807.62877,6430.2927649889525,1174.3381470000002,8035.192392666267,3906.3354456016386,2560.1356140000003,1012.505173
102,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2951.4907780000003,6430.2927649889525,1128.0298810000002,8035.192392666267,3906.3354456016386,2582.2458890000003,950.3096373
103,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2877.97552,6430.2927649889525,1130.236083,8035.192392666267,3906.3354456016386,2491.978484,897.6269169
104,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3076.425445,6430.2927649889525,1025.779381,8035.192392666267,3906.3354456016386,2673.9263739999997,740.1054362000001
105,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2718.0262190000003,6430.2927649889525,1043.847544,8035.192392666267,3906.3354456016386,2417.9915530000003,861.077349
106,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2673.184334,6430.2927649889525,973.3948075,8035.192392666267,3906.3354456016386,2457.5214579999997,824.3812813999999
107,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3062.484969,6430.2927649889525,1203.756939,8035.192392666267,3906.3354456016386,2797.508139,1091.029058
108,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2875.478396,6430.2927649889525,1154.516586,8035.192392666267,3906.3354456016386,2745.72158,1056.046762
109,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2907.437143,6430.2927649889525,1155.92825,8035.192392666267,3906.3354456016386,2727.713077,1036.3494660000001
110,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3093.056154,6430.2927649889525,983.1282389,8035.192392666267,3906.3354456016386,2746.059179,896.4237805
111,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2615.490375,6430.2927649889525,1073.744586,8035.192392666267,3906.3354456016386,2746.519972,964.9112596000001
112,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3089.0182879999998,6430.2927649889525,988.5833117999999,8035.192392666267,3906.3354456016386,2767.130869,906.4645701999999
113,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3594.1632259999997,6430.2927649889525,1431.377838,8035.192392666267,3906.3354456016386,3022.807361,1241.853719
114,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3655.56114,6430.2927649889525,1348.231275,8035.192392666267,3906.3354456016386,2939.711597,1212.0512820000001
115,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3578.6387549999995,6430.2927649889525,1274.890056,8035.192392666267,3906.3354456016386,2922.5278719999997,1099.292759
116,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3699.5335170000003,6430.2927649889525,1324.7793550000001,8035.192392666267,3906.3354456016386,2888.670065,1107.811001
117,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3587.969718,6430.2927649889525,1412.479735,8035.192392666267,3906.3354456016386,2937.520023,1123.318374
118,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3430.4123950000003,6430.2927649889525,1323.817969,8035.192392666267,3906.3354456016386,2717.397266,1092.543107
119,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3420.3818530000003,6430.2927649889525,1362.699622,8035.192392666267,3906.3354456016386,2791.284193,1014.7939470000001
120,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3219.5948949999997,6430.2927649889525,1122.025306,8035.192392666267,3906.3354456016386,3122.497397,1021.237224
121,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3207.251123,6430.2927649889525,1031.552138,8035.192392666267,3906.3354456016386,2977.533536,942.2949257000001
122,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3134.9306460000003,6430.2927649889525,955.6579501,8035.192392666267,3906.3354456016386,3042.219492,912.1052685000001
123,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2907.854253,6430.2927649889525,949.3742748999999,8035.192392666267,3906.3354456016386,2912.535672,802.0829871000001
124,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2939.4449879999997,6430.2927649889525,910.1416029999999,8035.192392666267,3906.3354456016386,2790.796716,904.6133615
125,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2984.045507,6430.2927649889525,985.9488185,8035.192392666267,3906.3354456016386,2881.1899710000002,888.7388697
126,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2916.988577,6430.2927649889525,1034.948035,8035.192392666267,3906.3354456016386,2406.920738,857.1997617000001
127,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2758.314316,6430.2927649889525,968.8501050000001,8035.192392666267,3906.3354456016386,2347.52398,740.3013
128,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2468.227712,6430.2927649889525,920.1273458999999,8035.192392666267,3906.3354456016386,2168.487254,733.2967717
129,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2613.655846,6430.2927649889525,744.6337246,8035.192392666267,3906.3354456016386,2661.0304309999997,667.0341546
130,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2573.861946,6430.2927649889525,720.9331327000001,8035.192392666267,3906.3354456016386,2605.7169089999998,620.408788
131,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3438.170484,6430.2927649889525,1526.6506869999998,8035.192392666267,3906.3354456016386,3201.135086,1427.130536
132,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3467.7702719999997,6430.2927649889525,1424.512534,8035.192392666267,3906.3354456016386,3220.658002,1402.714184
133,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3339.021913,6430.2927649889525,1434.1189650000001,8035.192392666267,3906.3354456016386,3019.258651,1353.407636
134,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2607.827592,6430.2927649889525,1019.051357,8035.192392666267,3906.3354456016386,2297.6698690000003,822.4989548
135,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2646.1517120000003,6430.2927649889525,919.604469,8035.192392666267,3906.3354456016386,2174.758582,812.896074
136,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,2537.425379,6430.2927649889525,904.6473089,8035.192392666267,3906.3354456016386,2082.275271,739.254221
137,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3154.019659,6430.2927649889525,1140.2604410000001,8035.192392666267,3906.3354456016386,2875.4357010000003,1055.562135
138,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3240.384988,6430.2927649889525,1017.983268,8035.192392666267,3906.3354456016386,2920.9863170000003,986.321285
139,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3114.403887,6430.2927649889525,1111.3086039999998,8035.192392666267,3906.3354456016386,2838.648495,1031.5670109999999
140,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3139.286018,6430.2927649889525,944.2962905999999,8035.192392666267,3906.3354456016386,2646.118877,1059.542729
141,5830.553597214682,8051.629950301265,1927.083020394861,3247.4321915895684,10588.149435245032,3494.740421,6430.2927649889525,1269.3445060000001,8035.192392666267,3906.3354456016386,3460.3885979999995,1212.351707
